[9£¬288]:1.300537149864107,[9£¬100]:1.2726017590646297,[9£¬9]:1.2707989642351862,[9£¬127]:1.2479224507582283,[9£¬289]:1.0844452999723273,[9£¬181]:1.0411776545898068,[9£¬523]:0.8738162065680253,[9£¬531]:0.8569291248986447,[9£¬14]:0.8479316639234142,[9£¬222]:0.841972886367408,
[912£¬496]:3.1776918213978265,[912£¬504]:2.866671919555396,[912£¬153]:2.86572675952833,[912£¬204]:2.86572675952833,[912£¬174]:2.8520360155570725,[912£¬514]:2.8520360155570725,[912£¬234]:2.8520360155570725,[912£¬127]:2.560454453432901,[912£¬484]:2.5514428166800287,[912£¬435]:2.5458185494345775,
[267£¬173]:4.741583675916924,[267£¬96]:4.741583675916924,[267£¬228]:4.277565691213996,[267£¬265]:4.277565691213996,[267£¬42]:4.273798230312873,[267£¬69]:4.247317067183154,[267£¬184]:3.819192367838487,[267£¬117]:3.8115664601602908,[267£¬746]:3.809780245609946,[267£¬11]:3.80215433793175,
[823£¬12]:4.6542597058657655,[823£¬265]:4.199538831880263,[823£¬50]:4.199538831880263,[823£¬559]:4.199538831880263,[823£¬357]:4.191302649256501,[823£¬367]:4.166735058837099,[823£¬172]:4.166735058837099,[823£¬451]:3.7471591002666984,[823£¬405]:3.7471591002666984,[823£¬132]:3.7471591002666984,
[350£¬69]:3.019012793178019,[350£¬194]:3.011906103525303,[350£¬205]:2.6832254770534814,[350£¬527]:2.6732469275426376,[350£¬357]:2.66702862918164,[350£¬204]:2.6628477123874195,[350£¬134]:2.6590691108406745,[350£¬195]:2.6386913461746118,[350£¬22]:2.4787909202096063,[350£¬199]:2.4745354213302684,
[117£¬118]:3.0820931031000782,[117£¬250]:3.0754700880684744,[117£¬100]:3.0407912327548594,[117£¬79]:2.679639817933812,[117£¬273]:2.352097540197602,[117£¬328]:2.3389074516316057,[117£¬24]:2.3249836188490685,[117£¬11]:2.311003015084678,[117£¬678]:2.301347032873794,[117£¬471]:2.2895829859374413,
[795£¬294]:4.335564473426142,[795£¬183]:4.335564473426142,[795£¬56]:4.335564473426142,[795£¬176]:4.335564473426142,[795£¬230]:3.9241340970867653,[795£¬24]:3.9241340970867653,[795£¬250]:3.9241340970867653,[795£¬288]:3.914863896420008,[795£¬11]:3.914863896420008,[795£¬385]:3.906433194961855,
[629£¬196]:3.5032139824562045,[629£¬216]:3.5032139824562045,[629£¬300]:3.5032139824562045,[629£¬294]:3.4772322657012222,[629£¬181]:3.465742066505405,[629£¬318]:3.120233067618161,[629£¬70]:3.1029234167227986,[629£¬79]:3.0985523104631696,[629£¬168]:3.0985523104631696,[629£¬89]:3.0656828817747415,
[292£¬50]:3.746775365676476,[292£¬357]:3.746775365676476,[292£¬498]:3.354725668531783,[292£¬216]:3.006461833242888,[292£¬89]:2.9927013614037845,[292£¬22]:2.9927013614037845,[292£¬8]:2.980754977336212,[292£¬134]:2.961430776557738,[292£¬172]:2.64221280188468,[292£¬185]:2.636528628168402,
[455£¬202]:4.2395521776043905,[455£¬216]:4.2395521776043905,[455£¬215]:3.823363659077446,[455£¬210]:3.823363659077446,[455£¬7]:3.7936762858530346,[455£¬238]:3.7936762858530346,[455£¬588]:3.7936762858530346,[455£¬596]:3.4103297195231788,[455£¬218]:3.4022001804170525,[455£¬182]:3.4022001804170525,
[663£¬147]:3.8278843727746374,[663£¬471]:3.4235701306469184,[663£¬118]:3.3844648977798135,[663£¬222]:3.342090378876236,[663£¬293]:2.9724758701255785,[663£¬235]:2.9636620638549656,[663£¬14]:2.960783014561829,[663£¬276]:2.6025847550211783,[663£¬358]:2.595989341564531,[663£¬1016]:2.5959031415960303,
[436£¬176]:3.4195752651702884,[436£¬64]:3.4195752651702884,[436£¬393]:3.4195752651702884,[436£¬258]:3.4195752651702884,[436£¬202]:3.4195752651702884,[436£¬28]:3.4195752651702884,[436£¬195]:3.4195752651702884,[436£¬69]:3.4195752651702884,[436£¬405]:3.4195752651702884,[436£¬12]:3.4195752651702884,
[577£¬125]:4.234828368022643,[577£¬11]:4.2134785562824755,[577£¬70]:3.7843758864712846,[577£¬451]:3.783461050203133,[577£¬227]:3.783461050203133,[577£¬692]:3.777027736763309,[577£¬367]:3.7705467466853135,[577£¬195]:3.767470051544949,[577£¬4]:3.7630260747311177,[577£¬433]:3.7590972758110315,
[495£¬258]:4.306736105037087,[495£¬172]:4.306270501457545,[495£¬135]:4.304879001332276,[495£¬117]:4.283807307875777,[495£¬174]:3.843364074693708,[495£¬227]:3.843364074693708,[495£¬423]:3.8329230525124354,[495£¬588]:3.8276947817066933,[495£¬164]:3.8094645073196194,[495£¬180]:3.8038216119352875,
[83£¬204]:3.657028095772925,[83£¬96]:3.657028095772925,[83£¬195]:3.637475537757126,[83£¬50]:3.6119727444756813,[83£¬402]:3.277163077954308,[83£¬58]:3.2746948058559524,[83£¬168]:3.265556282074477,[83£¬230]:3.252894885066779,[83£¬451]:3.2473086301043397,[83£¬237]:3.2473086301043397,
[868£¬144]:4.11008352490312,[868£¬380]:4.11008352490312,[868£¬54]:3.6755949642199313,[868£¬226]:3.6755949642199313,[868£¬393]:3.6494562918160653,[868£¬22]:3.6484134906306234,[868£¬71]:3.643773222765513,[868£¬100]:3.6310476328873795,[868£¬62]:3.6251060923108698,[868£¬157]:3.6251060923108698,
[608£¬709]:3.8702040418898784,[608£¬566]:3.8702040418898784,[608£¬504]:3.500256324139636,[608£¬258]:3.500256324139636,[608£¬173]:3.5001281593279785,[608£¬187]:3.490611125493098,[608£¬135]:3.490611125493098,[608£¬496]:3.4610409311193338,[608£¬179]:3.4610409311193338,[608£¬498]:3.4610409311193338,
[709£¬222]:4.0942081843474485,[709£¬183]:4.050404998266032,[709£¬566]:3.620784918779036,[709£¬117]:3.223583236273215,[709£¬679]:3.1492211363703713,[709£¬449]:3.1087150348662953,[709£¬31]:2.738556367283283,[709£¬559]:2.736770476585453,[709£¬188]:2.7316730697582745,[709£¬177]:2.7076602294311503,
[815£¬568]:4.629093885272489,[815£¬176]:4.629093885272489,[815£¬183]:4.17912818013212,[815£¬385]:4.176039038914664,[815£¬56]:4.176039038914664,[815£¬186]:3.7208790220408225,[815£¬229]:3.709961714919101,[815£¬143]:3.6928382753314275,[815£¬195]:3.6928382753314275,[815£¬205]:3.6894814184693003,
[930£¬25]:2.5873758004118237,[930£¬9]:2.302546158983253,[930£¬597]:2.260705856935621,[930£¬222]:1.953650078792889,[930£¬276]:1.9469317608754593,[930£¬294]:1.9292229165657278,[930£¬274]:1.919010097572578,[930£¬508]:1.917439274613525,[930£¬181]:1.904653217036031,[930£¬118]:1.892228093605233,
[505£¬168]:3.6797396601536683,[505£¬173]:3.2852065524714873,[505£¬28]:3.284442502916628,[505£¬485]:3.2837690704548566,[505£¬71]:3.282663481662155,[505£¬483]:3.266734182698279,[505£¬135]:3.2654539458679537,[505£¬143]:3.243878142803605,[505£¬176]:3.225514345195129,[505£¬8]:2.885928842408485,
[135£¬174]:2.403361845948792,[135£¬172]:2.403361845948792,[135£¬50]:2.403361845948792,[135£¬195]:2.403361845948792,[135£¬181]:2.403361845948792,[135£¬182]:2.1242836931230733,[135£¬11]:2.116766744565757,[135£¬22]:2.116766744565757,[135£¬68]:2.0994290101265363,[135£¬82]:2.0994290101265363,
[246£¬144]:4.358284802296424,[246£¬258]:4.358284802296424,[246£¬28]:4.358284802296424,[246£¬405]:4.358284802296424,[246£¬195]:4.358284802296424,[246£¬22]:4.358284802296424,[246£¬71]:4.358284802296424,[246£¬121]:3.9365418983094296,[246£¬229]:3.9346900988391003,[246£¬54]:3.9332816479644324,
[600£¬38]:3.5791502657486727,[600£¬11]:3.5707660185059353,[600£¬385]:3.525773891439351,[600£¬222]:3.313217361246589,[600£¬68]:3.075852620773503,[600£¬294]:3.041840259769089,[600£¬144]:2.8461583962438013,[600£¬258]:2.6833708697600214,[600£¬576]:2.5652216866490654,[600£¬1]:2.4840859899395284,
[275£¬151]:4.201951885310148,[275£¬211]:3.8052527277269106,[275£¬228]:3.8052527277269106,[275£¬172]:3.792070826914997,[275£¬227]:3.792070826914997,[275£¬168]:3.791129417081344,[275£¬204]:3.7811888886830016,[275£¬199]:3.3812483586861934,[275£¬403]:3.3664950960358833,[275£¬82]:3.3064589062070264,
[493£¬249]:3.3769043551812272,[493£¬31]:3.371242108337758,[493£¬203]:3.3695258682094575,[493£¬216]:3.3695258682094575,[493£¬568]:3.356020372025046,[493£¬147]:2.9513883525863847,[493£¬100]:2.9504259664306405,[493£¬97]:2.947726135372955,[493£¬144]:2.944816087507907,[493£¬655]:2.9411967294366077,
[280£¬196]:4.608870544787002,[280£¬742]:4.608870544787002,[280£¬64]:4.608870544787002,[280£¬164]:4.608870544787002,[280£¬732]:4.608870544787002,[280£¬28]:4.608870544787002,[280£¬230]:4.608870544787002,[280£¬25]:4.163003222860026,[280£¬71]:4.161824818600637,[280£¬79]:4.158870319786833,
[774£¬89]:4.7006462328420096,[774£¬176]:4.7006462328420096,[774£¬173]:4.234378777711753,[774£¬393]:4.22844869654261,[774£¬239]:4.228076928477827,[774£¬25]:3.7687594389264993,[774£¬199]:3.7658726888326552,[774£¬157]:3.7601697367265463,[774£¬474]:3.7601697367265463,[774£¬154]:3.7601697367265463,
[897£¬195]:4.8714425184133034,[897£¬7]:4.400840243705304,[897£¬216]:4.396585361083094,[897£¬357]:4.393649993725085,[897£¬568]:4.38813106300253,[897£¬692]:3.9297515345338634,[897£¬191]:3.9254966519116534,[897£¬132]:3.923296467355871,[897£¬969]:3.4399850119450974,[897£¬70]:3.4300691080849672,
[218£¬56]:2.634800841793933,[218£¬475]:2.6344107216513395,[218£¬79]:2.578727881624538,[218£¬230]:2.3530299941762434,[218£¬202]:2.3022356021267747,[218£¬216]:2.282978973648582,[218£¬127]:2.2425781791400077,[218£¬318]:2.2272961336217807,[218£¬156]:2.2272961336217807,[218£¬7]:2.1628963778174577,
[371£¬153]:3.340642498847107,[371£¬168]:3.3256670428901383,[371£¬96]:2.9291872052158334,[371£¬258]:2.613311319017492,[371£¬195]:2.5900560661513796,[371£¬121]:2.58738018332655,[371£¬144]:2.572734089744231,[371£¬385]:2.571854220299022,[371£¬229]:2.571854220299022,[371£¬172]:2.566979313173203,
[746£¬195]:4.739090287338796,[746£¬385]:3.7915470866071828,[746£¬29]:3.779121060910908,[746£¬227]:3.2968125127121364,[746£¬665]:2.88573797992408,[746£¬118]:2.8807151879031894,[746£¬554]:2.85653158846927,[746£¬68]:2.8138805021352344,[746£¬4]:2.7935993634988074,[746£¬540]:2.4255340822238143,
[778£¬172]:3.4789160503267107,[778£¬50]:3.4789160503267107,[778£¬96]:3.139968881640798,[778£¬82]:3.118083252252021,[778£¬186]:3.118083252252021,[778£¬210]:3.118083252252021,[778£¬229]:3.118083252252021,[778£¬1]:2.810976493732866,[778£¬88]:2.782165367419973,[778£¬474]:2.7814036338340244,
[671£¬96]:4.427557036356224,[671£¬127]:3.8997966749434094,[671£¬665]:3.548091584573408,[671£¬92]:3.470136013145337,[671£¬230]:3.470136013145337,[671£¬183]:3.1585969784975907,[671£¬187]:3.0558912661582314,[671£¬651]:3.0558912661582314,[671£¬188]:3.0430093764960677,[671£¬228]:3.0369514204689194,
[161£¬174]:3.057293346296885,[161£¬197]:2.7976324993405077,[161£¬64]:2.696038818972517,[161£¬97]:2.372369286588463,[161£¬180]:2.3640688178690246,[161£¬498]:2.1265820244673423,[161£¬294]:2.1261919821292223,[161£¬117]:2.108241324656677,[161£¬275]:2.10314951499244,[161£¬482]:2.061669122000313,
[618£¬228]:4.3403972308309005,[618£¬215]:4.339239353648769,[618£¬56]:4.323933369214536,[618£¬258]:3.856485610537495,[618£¬194]:3.8559878197410886,[618£¬227]:3.854829942558957,[618£¬405]:3.8405459444613146,[618£¬230]:3.8240820828449507,[618£¬276]:3.4014141921692747,[618£¬58]:3.393501279487104,
[25£¬132]:3.405839294895097,[25£¬483]:3.4040920719125425,[25£¬69]:3.4017402873865357,[25£¬168]:3.394996276312623,[25£¬194]:3.387266703909671,[25£¬496]:3.387266703909671,[25£¬588]:3.379063605171129,[25£¬96]:3.358798419743341,[25£¬144]:3.0354871815252995,[25£¬210]:3.0354500285592856,
[513£¬597]:2.8454700018191943,[513£¬1]:2.8242952808220085,[513£¬300]:2.3843100884011097,[513£¬294]:1.9949143094284758,[513£¬151]:1.9798837466560846,[513£¬237]:1.938696775543853,[513£¬748]:1.938696775543853,[513£¬24]:1.7363914832297138,[513£¬252]:1.6201391087288497,[513£¬15]:1.579124836555162,
[583£¬64]:1.884131013821433,[583£¬238]:1.8819775147209734,[583£¬56]:1.8819775147209734,[583£¬98]:1.8819775147209734,[583£¬42]:1.8819775147209734,[583£¬50]:1.8810787863420964,[583£¬144]:1.6531753570597587,[583£¬174]:1.6510374070451233,[583£¬173]:1.6486927773130517,[583£¬191]:1.6451820827108725,
[882£¬88]:4.132434961440086,[882£¬82]:4.131540491989745,[882£¬419]:3.7067609127026864,[882£¬97]:3.6872611678603806,[882£¬239]:3.6811984217881215,[882£¬385]:3.6651725769986108,[882£¬418]:3.246433795121325,[882£¬22]:3.240371049049066,[882£¬451]:3.239486441940923,[882£¬742]:3.2300381291444547,
[295£¬568]:4.5459557195084725,[295£¬117]:4.099402810995594,[295£¬153]:4.0903188313297765,[295£¬62]:4.088792814303268,[295£¬15]:3.6478381815956156,[295£¬195]:3.6400048477796303,[295£¬2]:3.6283217545695545,[295£¬176]:3.6267957375430453,[295£¬566]:3.6159760102275134,[295£¬31]:3.207492675348923,
[254£¬69]:3.744785700730385,[254£¬204]:3.744722364142776,[254£¬96]:3.7140715981617194,[254£¬117]:3.3175820397021325,[254£¬205]:3.3068344491039867,[254£¬385]:3.293308601534573,[254£¬95]:2.954803322268153,[254£¬404]:2.9522289497761114,[254£¬202]:2.9441190682576166,[254£¬523]:2.9441190682576166,
[374£¬237]:4.684686945527285,[374£¬22]:4.684686945527285,[374£¬451]:4.242179760902914,[374£¬566]:4.242179760902914,[374£¬181]:4.2268667106161315,[374£¬471]:4.221378967217244,[374£¬98]:4.2136532166779075,[374£¬258]:3.770033323758104,[374£¬245]:3.7688527912624687,[374£¬240]:3.749232530072434,
[826£¬566]:3.783923022212779,[826£¬403]:3.319530176104785,[826£¬177]:3.091128203238553,[826£¬27]:2.8347871087276095,[826£¬685]:2.6759590387943453,[826£¬405]:2.6318500233024062,[826£¬665]:2.5725049499430783,[826£¬808]:2.3403867101837847,[826£¬222]:2.2856317288435246,[826£¬546]:2.2120179225695593,
[183£¬172]:2.8752256913874756,[183£¬22]:2.8752256913874756,[183£¬174]:2.5762892132948103,[183£¬183]:2.5713942234016955,[183£¬82]:2.5521778221970144,[183£¬195]:2.5521778221970144,[183£¬89]:2.2678345738380616,[183£¬127]:1.9526950798560954,[183£¬161]:1.9259292495432607,[183£¬204]:1.9259292495432607,
[251£¬1]:3.9184756220372443,[251£¬181]:3.5476429929488815,[251£¬405]:3.5395702352668406,[251£¬597]:3.1219500672347373,[251£¬546]:2.755953839830789,[251£¬276]:2.7331440452083005,[251£¬255]:2.730420745815411,[251£¬117]:2.7303970883504345,[251£¬508]:2.3133474567181787,[251£¬411]:2.3026625070961857,
[542£¬202]:3.72490787070796,[542£¬173]:3.72490787070796,[542£¬96]:3.358521848284875,[542£¬168]:3.358521848284875,[542£¬183]:3.3585061056581713,[542£¬405]:3.3557650671368435,[542£¬176]:3.3534293265890396,[542£¬22]:3.3534293265890396,[542£¬423]:3.347501279143783,[542£¬79]:3.347501279143783,
[892£¬161]:5.054274978996892,[892£¬205]:5.054274978996892,[892£¬98]:5.054274978996892,[892£¬498]:4.566813884947154,[892£¬23]:4.566813884947154,[892£¬443]:4.566813884947154,[892£¬117]:4.56456923258116,[892£¬651]:4.060240092639279,[892£¬404]:4.057111983918748,[892£¬1]:4.043618013827096,
[200£¬202]:4.696996529750131,[200£¬186]:4.696996529750131,[200£¬230]:4.696996529750131,[200£¬181]:4.696996529750131,[200£¬168]:4.2440473456250905,[200£¬174]:4.239150677978461,[200£¬401]:4.23666941216877,[200£¬216]:4.224856971939625,[200£¬56]:4.205917725040553,[200£¬210]:4.205917725040553,
[807£¬135]:4.5691762607875255,[807£¬183]:4.5691762607875255,[807£¬95]:4.135493883496414,[807£¬176]:4.0815312303117075,[807£¬226]:4.0602775473361294,[807£¬132]:4.0602775473361294,[807£¬175]:3.678605944758476,[807£¬568]:3.657897481661167,[807£¬88]:3.657897481661167,[807£¬431]:3.654557027492164,
[340£¬28]:3.295495031892947,[340£¬69]:3.295495031892947,[340£¬99]:2.986641149950821,[340£¬210]:2.986641149950821,[340£¬501]:2.963102876908701,[340£¬496]:2.961276349501351,[340£¬393]:2.9190334056824256,[340£¬79]:2.9190334056824256,[340£¬174]:2.664183504348856,[340£¬117]:2.644375247752863,
[128£¬195]:3.9117301189311573,[128£¬735]:3.909367590338972,[128£¬318]:3.8856192964479,[128£¬111]:3.8652828496102183,[128£¬121]:3.49350263237035,[128£¬197]:3.487805127949247,[128£¬566]:3.484228891793453,[128£¬234]:3.4725350701551863,[128£¬100]:3.46169430546599,[128£¬357]:3.427320707841346,
[684£¬238]:3.0141302199613653,[684£¬25]:2.9905808740218838,[684£¬69]:2.9895407032931516,[684£¬194]:2.6883247415709253,[684£¬56]:2.6849762106230486,[684£¬258]:2.684506326002185,[684£¬144]:2.6807647317701617,[684£¬568]:2.6807647317701617,[684£¬97]:2.6777760703093803,[684£¬195]:2.675997709004832,
[638£¬79]:4.404813999432261,[638£¬568]:3.9920947358959378,[638£¬233]:3.9920947358959378,[638£¬50]:3.9920947358959378,[638£¬231]:3.983761367853314,[638£¬566]:3.9747967418144436,[638£¬228]:3.9699527114370423,[638£¬89]:3.5810233758037167,[638£¬399]:3.5537441102354967,[638£¬449]:3.5489000798580954,
[606£¬318]:4.708068366399998,[606£¬98]:4.708068366399998,[606£¬73]:4.249058277809436,[606£¬405]:4.248403981172618,[606£¬367]:4.23450168382657,[606£¬28]:4.23450168382657,[606£¬433]:4.23450168382657,[606£¬164]:4.234050267228197,[606£¬4]:4.234050267228197,[606£¬70]:4.226936551905608,
[554£¬64]:4.298842754806747,[554£¬118]:4.298842754806747,[554£¬22]:3.897983354132007,[554£¬356]:3.886532192244981,[554£¬25]:3.7018204406807533,[554£¬121]:3.4929498356787567,[554£¬143]:3.4874523682969985,[554£¬117]:3.4874523682969985,[554£¬281]:3.4618175617795157,[554£¬476]:3.2982221673134604,
[411£¬168]:3.4926193843086923,[411£¬132]:3.0822730530134472,[411£¬173]:3.0709484578359194,[411£¬204]:3.0709484578359194,[411£¬98]:3.0565011983248715,[411£¬82]:2.7567241813648904,[411£¬144]:2.752548646300995,[411£¬183]:2.752548646300995,[411£¬176]:2.747558373496119,[411£¬96]:2.740123906361044,
[429£¬588]:5.254840819395668,[429£¬216]:5.254840819395668,[429£¬715]:4.73774047234509,[429£¬7]:4.737689108836823,[429£¬501]:4.737689108836823,[429£¬77]:4.736896147422205,[429£¬135]:4.736896147422205,[429£¬215]:4.735271602070859,[429£¬82]:4.734378632343556,[429£¬54]:4.734378632343556,
[843£¬195]:4.820885426595595,[843£¬357]:4.366494586207175,[843£¬186]:4.354767142367448,[843£¬69]:4.269869895162121,[843£¬127]:3.9024411625301285,[843£¬483]:3.8668901140131675,[843£¬202]:3.8577980408330035,[843£¬141]:3.8275900497876165,[843£¬22]:3.8275900497876165,[843£¬662]:3.446400005559001,
[263£¬211]:4.009405221327562,[263£¬56]:3.591988364289916,[263£¬230]:3.5795806599240527,[263£¬418]:3.57730842080137,[263£¬172]:3.5566330166218965,[263£¬228]:3.5531698732487524,[263£¬216]:3.547262858110412,[263£¬474]:3.1525393469126515,[263£¬1050]:3.1523847654597628,[263£¬187]:3.1463488342657153,
[84£¬118]:2.8495236032795814,[84£¬181]:2.787876394616912,[84£¬125]:2.7783357327735527,[84£¬288]:2.7783357327735527,[84£¬471]:2.4219015758721203,[84£¬117]:2.4109002472712526,[84£¬410]:2.402137021550179,[84£¬257]:2.0082189436741786,[84£¬328]:1.992122747243816,[84£¬281]:1.990395338253034,
[70£¬22]:4.385018750613846,[70£¬144]:3.9553498261901865,[70£¬195]:3.9543260722385263,[70£¬168]:3.9446332445633026,[70£¬385]:3.5246571478148665,[70£¬96]:3.5246571478148665,[70£¬117]:3.5149643201396428,[70£¬62]:3.509425996609883,[70£¬234]:3.091724162067469,[70£¬720]:3.0797570721862235,
[153£¬318]:2.354532583915828,[153£¬176]:2.3275078402990874,[153£¬174]:2.2786834228479753,[153£¬483]:2.0207869642983396,[153£¬210]:1.985597454182742,[153£¬294]:1.9789997729936397,[153£¬195]:1.9772019608062854,[153£¬96]:1.9719737429441042,[153£¬183]:1.9697369638991207,[153£¬89]:1.9567829463957125,
[727£¬4]:5.196586399360965,[727£¬156]:4.693466879067148,[727£¬288]:4.692153127055646,[727£¬151]:4.682386326973764,[727£¬763]:4.673049300970604,[727£¬216]:4.673049300970604,[727£¬222]:4.673049300970604,[727£¬1]:4.65176402745196,[727£¬655]:4.1890336067618295,[727£¬200]:4.1761314403849035,
[741£¬143]:3.7423577700548725,[741£¬546]:3.7423577700548725,[741£¬568]:3.7423577700548725,[741£¬58]:3.7423577700548725,[741£¬204]:3.7423577700548725,[741£¬111]:3.374654095189685,[741£¬176]:3.374654095189685,[741£¬210]:3.374654095189685,[741£¬230]:3.3740133862242643,[741£¬215]:3.3740133862242643,
[942£¬28]:3.0087254604990274,[942£¬181]:3.0087254604990274,[942£¬132]:2.981237103694028,[942£¬199]:2.9771896746650905,[942£¬196]:2.9771896746650905,[942£¬22]:2.6803651205970946,[942£¬136]:2.6803651205970946,[942£¬483]:2.6778400205971624,[942£¬176]:2.6697365744422843,[942£¬527]:2.665538862226991,
[37£¬174]:4.137301245918164,[37£¬210]:3.6549825503085156,[37£¬27]:3.621577575246719,[37£¬403]:3.288420930238382,[37£¬181]:3.2392868273051514,[37£¬17]:3.225201330117974,[37£¬144]:2.892044685109637,[37£¬578]:2.8528032822145977,[37£¬38]:2.8281610682391736,[37£¬182]:2.7675248484837502,
[586£¬121]:4.620111686782121,[586£¬405]:4.620111686782121,[586£¬2]:4.620111686782121,[586£¬210]:4.620111686782121,[586£¬64]:4.173627950822595,[586£¬7]:4.1672176560649286,[586£¬100]:4.126528703815907,[586£¬12]:4.126528703815907,[586£¬62]:3.722325819690787,[586£¬209]:3.720733920105403,
[786£¬393]:3.918031573814675,[786£¬193]:3.5049872976206258,[786£¬185]:3.5016922782154096,[786£¬135]:3.495858518409908,[786£¬168]:3.493507044178169,[786£¬510]:3.4923438376143148,[786£¬79]:3.4891096257073464,[786£¬183]:3.4891096257073464,[786£¬56]:3.4891096257073464,[786£¬176]:3.4891096257073464,
[308£¬179]:5.248664161862046,[308£¬483]:5.248664161862046,[308£¬132]:5.248664161862046,[308£¬479]:5.248664161862046,[308£¬173]:5.248664161862046,[308£¬70]:4.733179733463089,[308£¬228]:4.726245643103375,[308£¬25]:4.725762310145849,[308£¬234]:4.722466411214297,[308£¬657]:4.717474030446527,
[109£¬117]:5.141508102670542,[109£¬186]:5.141508102670542,[109£¬56]:5.141508102670542,[109£¬121]:4.6428606270695845,[109£¬91]:4.639752466175368,[109£¬7]:4.628156167998528,[109£¬410]:4.618136894106605,[109£¬746]:4.607023484468023,[109£¬73]:4.14110499057441,[109£¬576]:4.1405027413166575,
[270£¬100]:2.8936987989083014,[270£¬153]:2.5745891372156695,[270£¬69]:2.5745891372156695,[270£¬174]:2.5745891372156695,[270£¬12]:2.5745891372156695,[270£¬215]:2.264874330674414,[270£¬202]:2.264874330674414,[270£¬144]:2.264874330674414,[270£¬216]:2.264750469519076,[270£¬318]:2.2547946430189767,
[316£¬527]:2.6610545483368,[316£¬135]:2.63639674227757,[316£¬480]:2.593757124111655,[316£¬182]:2.5855579158443303,[316£¬194]:2.5826813270514366,[316£¬134]:2.578966601242706,[316£¬511]:2.284628825812714,[316£¬504]:2.2744540189817988,[316£¬498]:2.274328747254888,[316£¬12]:2.2686543037693156,
[193£¬546]:3.2458161242280843,[193£¬181]:3.2458161242280843,[193£¬7]:2.9235541872021713,[193£¬172]:2.9235541872021713,[193£¬173]:2.9235541872021713,[193£¬11]:2.9235541872021713,[193£¬118]:2.9235541872021713,[193£¬230]:2.9235541872021713,[193£¬98]:2.9235541872021713,[193£¬226]:2.9235541872021713,
[167£¬588]:2.0249749821145473,[167£¬98]:2.0249749821145473,[167£¬194]:2.0249749821145473,[167£¬174]:2.0249749821145473,[167£¬511]:1.8299898552565064,[167£¬132]:1.8299898552565064,[167£¬97]:1.8288116866690476,[167£¬228]:1.8288116866690476,[167£¬50]:1.8288116866690476,[167£¬173]:1.8288116866690476,
[471£¬181]:3.2038015563311495,[471£¬174]:2.9209588438565306,[471£¬423]:2.9005623388995883,[471£¬28]:2.9005623388995883,[471£¬91]:2.6048243553214987,[471£¬121]:2.5829669606727013,[471£¬204]:2.474024042997632,[471£¬405]:2.4665228091441604,[471£¬210]:2.4665228091441604,[471£¬419]:2.330192310032322,
[739£¬183]:2.1045073131104406,[739£¬174]:2.096716370326556,[739£¬22]:2.0940320225757825,[739£¬496]:1.8100439522875926,[739£¬64]:1.8061791129769365,[739£¬28]:1.7919482600835521,[739£¬300]:1.7781518031429062,[739£¬204]:1.7768806729353313,[739£¬127]:1.5102470978522502,[739£¬133]:1.5018193364131511,
[901£¬265]:3.9825393236652094,[901£¬50]:3.5357102688353472,[901£¬193]:3.5357102688353472,[901£¬88]:3.217444369423161,[901£¬97]:3.2166294987791857,[901£¬385]:3.1898847554452274,[901£¬215]:3.1881872987507,[901£¬79]:3.1586713939560678,[901£¬172]:3.152314063367059,[901£¬227]:3.1409692083986402,
[286£¬1]:4.2705243712879914,[286£¬238]:4.2705243712879914,[286£¬12]:4.2705243712879914,[286£¬226]:3.852118110865802,[286£¬715]:3.8488296050770128,[286£¬568]:3.836716612777752,[286£¬98]:3.836716612777752,[286£¬182]:3.8359819889949636,[286£¬302]:3.8359819889949636,[286£¬24]:3.8359819889949636,
[253£¬69]:3.553804813102383,[253£¬172]:3.202816265707653,[253£¬173]:3.202816265707653,[253£¬181]:3.202816265707653,[253£¬174]:2.8564767785109475,[253£¬28]:2.8543898104374748,[253£¬50]:2.853896246384149,[253£¬31]:2.8331039004387217,[253£¬204]:2.8274020629454846,[253£¬196]:2.5084143320863146,
[698£¬238]:4.116555501890737,[698£¬197]:4.116555501890737,[698£¬520]:3.724391121233272,[698£¬474]:3.716789215027838,[698£¬511]:3.7076640148787074,[698£¬79]:3.646997778639986,[698£¬405]:3.646997778639986,[698£¬526]:3.328324054627289,[698£¬97]:3.319268267431605,[698£¬98]:3.3127654871019296,
[749£¬121]:5.033453193910541,[749£¬742]:4.546713525800476,[749£¬63]:4.540486937653398,[749£¬229]:4.540486937653398,[749£¬25]:4.528701182408488,[749£¬472]:4.502234886514646,[749£¬188]:4.502234886514646,[749£¬692]:4.502234886514646,[749£¬265]:4.502234886514646,[749£¬527]:4.0589999889814035,
[620£¬405]:3.0612460466346323,[620£¬172]:2.7261846906621594,[620£¬393]:2.4598465882504956,[620£¬257]:2.4070467130349593,[620£¬88]:2.399969597561378,[620£¬210]:2.3900585696439185,[620£¬403]:2.087067755704238,[620£¬258]:2.0858597847629827,[620£¬378]:2.0858597847629827,[620£¬402]:2.0777179042436336,
[347£¬258]:4.709180998629997,[347£¬121]:4.709180998629997,[347£¬651]:4.709180998629997,[347£¬265]:4.24216964243488,[347£¬746]:4.23561431605657,[347£¬228]:3.780403403096907,[347£¬161]:3.774894609158311,[347£¬234]:3.772820767052255,[347£¬566]:3.7686029598614526,[347£¬232]:3.768265909144302,
